Latitude,Longitude,Depth_m,Year,Sea_Surface_Temperature_C,Degree_Heating_Weeks,pH,Salinity_PSU,Turbidity_NTU,Coral_Cover_Percent,Marine_Heatwave,Bleaching_Risk,Bleaching_Label
-1.2883,-28.7516,8.69,1997,26.65,0.0,8.205,35.47,2.45,37.41,False,0.0,0
25.7316,168.8046,14.09,2001,28.81,0.0,7.996,35.16,12.52,41.21,False,0.0,0
-10.0817,70.0587,23.3,2021,28.95,0.0,7.824,33.98,2.76,45.11,False,0.0,1
-2.0798,78.9019,23.1,2018,29.07,0.88,7.997,33.15,6.99,75.16,False,0.0,0
-29.1791,22.5727,15.96,2010,27.36,0.0,7.946,34.8,13.91,41.36,False,0.0,0
-25.1041,170.8593,27.92,1992,30.65,4.55,7.876,36.39,14.02,44.7,True,90.71,1
-14.4845,67.9919,8.65,2016,27.95,0.0,7.912,36.55,8.51,56.54,False,0.0,0
-28.3289,142.2118,7.97,1992,26.49,0.0,8.134,35.02,14.08,70.96,False,0.0,0
7.8825,71.7764,18.8,1990,28.62,0.0,7.984,36.76,1.05,43.9,False,0.0,0
-4.4161,84.6417,19.02,2009,27.67,0.0,8.138,35.26,10.45,44.22,False,0.0,0
2.8887,-75.4521,2.35,1996,29.17,0.0,7.969,36.04,6.71,38.68,False,0.0,0
-19.5212,-70.7477,18.63,1990,27.88,0.0,7.967,34.77,8.53,26.99,False,0.0,0
-12.2441,101.8745,11.86,1999,28.43,0.0,8.151,33.33,3.31,57.42,False,8.3,0
9.8295,-73.1857,22.68,2001,27.28,0.0,7.992,36.35,3.43,75.43,False,0.0,0
27.9182,22.5972,24.44,1993,29.44,0.0,7.893,36.77,11.08,35.05,False,0.0,1
-26.975,-90.2332,17.01,1996,27.9,0.0,8.048,35.89,11.64,31.26,False,0.0,0
23.4231,114.114,1.05,1999,26.6,0.0,8.182,34.64,9.79,68.39,False,0.0,0
4.6129,-140.2195,19.45,2011,27.99,0.0,8.014,36.44,5.51,78.16,False,1.96,0
3.8352,118.6008,22.72,2014,28.39,0.0,8.211,35.52,10.74,70.11,False,0.0,0
0.0167,36.9827,8.22,2018,27.61,0.0,8.232,33.01,8.01,59.5,False,0.0,0
-25.8364,-112.7126,14.47,2004,27.5,0.0,7.896,36.74,10.67,37.32,False,0.0,0
-24.6074,15.1327,29.01,2008,28.77,0.0,7.883,34.85,3.62,64.76,False,0.0,0
6.0547,-78.3004,9.65,2007,28.25,0.0,7.997,33.7,7.63,37.78,False,0.62,0
-9.5425,-63.5518,7.47,1992,26.5,0.0,8.124,33.73,2.32,58.24,False,0.0,0
25.0361,-53.4499,7.11,1995,27.62,0.0,8.08,34.36,14.45,32.95,False,1.49,0
-5.6046,-157.2051,17.21,2011,29.5,2.77,8.241,33.17,14.91,25.46,False,22.29,1
-21.4031,174.9462,28.54,2020,31.1,7.43,7.98,34.22,6.72,23.8,True,100.0,1
12.8831,-168.6475,18.65,2010,27.42,0.0,7.978,33.36,6.25,40.48,False,0.0,0
-12.3988,58.4989,9.8,1997,28.79,0.0,7.919,33.81,6.7,69.54,False,0.0,0
1.5282,-46.358,19.52,1990,30.01,3.69,8.174,33.07,3.2,74.34,False,56.6,1
11.87,52.5637,19.12,1992,27.61,0.0,7.88,35.72,3.52,34.97,False,0.0,0
24.0158,-51.7506,18.31,2018,30.36,4.82,8.196,35.3,14.64,33.69,True,87.78,1
17.5315,62.5502,5.62,1995,28.7,0.0,7.96,33.37,5.42,71.4,False,0.0,0
10.5817,82.5248,19.4,2022,27.31,0.0,8.213,36.1,13.12,67.69,False,0.0,1
10.778,68.599,13.47,2007,26.45,0.0,8.145,35.75,0.61,61.96,False,0.0,1
26.7555,-138.9737,1.54,1990,29.82,0.0,8.144,33.62,9.15,44.61,False,0.0,0
-12.2506,56.4816,16.65,2011,28.07,0.0,7.922,33.17,3.8,58.55,False,0.0,0
-29.9333,-79.2045,29.69,2020,26.46,0.0,7.924,33.54,8.77,39.69,False,0.0,0
-13.6827,-169.6315,11.14,2012,28.76,0.0,7.994,33.47,10.22,63.66,False,12.29,0
-16.9265,-30.661,29.0,1997,25.55,0.0,8.081,35.44,12.29,56.41,False,0.0,0
9.7101,-23.9245,3.79,2018,29.49,0.24,8.028,33.2,4.06,54.67,False,7.06,0
8.0227,-11.8173,22.24,2008,26.73,0.0,7.893,34.24,9.76,54.16,False,0.0,0
5.6077,73.7367,4.32,2005,28.57,0.0,8.004,34.44,0.56,78.01,False,0.0,0
-29.0254,-68.8162,8.93,2008,29.99,3.37,7.877,33.34,14.99,60.45,True,59.75,1
13.7267,-66.499,17.55,2011,29.46,1.14,8.13,34.37,6.57,43.39,False,37.11,1
-10.5882,-158.2012,18.19,2008,30.81,3.98,8.073,35.26,3.38,77.7,False,59.3,0
9.9034,67.2556,23.48,1993,27.57,0.0,8.186,34.29,9.85,65.68,False,0.0,0
3.3947,24.4174,18.84,1994,29.67,4.52,8.074,36.72,8.24,64.76,True,85.51,1
-9.4361,-54.207,18.21,1994,28.29,0.0,7.893,34.14,0.55,61.09,False,0.0,0
-21.9254,73.868,27.46,2014,29.7,1.11,8.038,35.6,6.33,71.13,False,0.0,0
-24.3349,13.4488,14.11,2013,28.12,0.0,8.082,35.15,12.51,31.83,False,0.0,0
19.8911,-11.0718,7.53,1990,29.59,0.0,7.989,34.5,4.26,70.89,False,40.91,0
25.1039,4.0768,5.69,2017,29.63,2.03,8.092,36.88,14.42,78.78,False,59.6,1
8.9873,49.0853,12.6,2010,26.78,0.0,7.857,36.44,13.04,28.41,False,0.0,0
-23.794,57.6009,21.67,2008,27.41,0.0,8.095,33.8,5.88,73.49,False,0.0,0
-5.8784,-75.9752,2.23,2012,30.41,3.09,7.881,36.89,6.32,77.52,True,95.26,1
13.7364,-129.3324,4.74,2003,29.17,0.4,8.117,33.08,7.06,46.55,False,7.04,1
16.7893,-123.6117,4.08,1995,26.83,0.0,8.078,33.04,9.74,56.89,False,0.0,0
-22.9069,50.1807,17.97,2021,29.24,1.22,7.974,33.38,5.25,27.22,False,23.67,1
-29.9982,134.2344,8.04,2021,29.48,1.89,8.015,34.42,0.52,28.44,False,2.87,0
12.7282,-32.5813,5.82,1997,27.08,0.0,7.943,34.46,6.83,25.37,False,0.0,0
-8.6042,-118.9727,18.19,2011,26.84,0.0,8.092,33.22,7.67,56.93,False,0.0,0
-14.7311,92.3769,23.08,1997,29.32,2.55,8.06,35.97,10.79,36.36,False,56.63,0
-29.2262,119.6962,10.63,1999,26.2,0.0,8.109,34.28,0.76,74.93,False,0.0,0
2.418,137.0097,17.77,1992,27.69,0.0,8.131,36.79,9.66,41.73,False,0.0,0
21.069,38.4593,3.85,2002,27.83,0.0,8.042,36.99,1.61,55.39,False,15.96,0
27.4579,129.8623,28.12,2019,29.4,3.03,8.013,35.76,8.12,39.58,False,11.02,1
3.9447,-174.4506,10.77,1993,25.63,0.0,7.983,33.46,3.42,42.27,False,0.0,0
0.8677,-141.3951,29.93,1995,26.17,0.0,8.179,35.07,13.25,70.1,False,0.0,0
-24.8966,-146.6726,29.38,2005,25.52,0.0,8.039,36.14,6.69,46.36,False,0.0,0
2.9324,76.5377,23.59,2011,27.27,0.0,8.107,36.67,2.31,68.24,False,0.0,0
-7.2013,-154.9506,1.58,2016,28.07,0.0,7.855,34.71,0.9,66.17,False,18.07,0
6.4281,-1.3088,16.76,2010,26.47,0.0,8.181,33.0,12.85,51.13,False,0.0,0
-6.6764,-9.8255,3.52,2018,27.78,0.0,8.015,34.63,14.1,50.65,False,10.34,0
-15.5821,-68.1467,26.96,1990,26.93,0.0,7.953,35.29,11.03,29.76,False,0.0,0
-24.3021,133.3459,23.9,2019,27.07,0.0,7.893,33.44,10.13,63.1,False,0.0,0
-11.1049,-118.644,29.2,2013,28.38,0.44,7.973,35.58,4.1,59.76,False,0.0,1
-24.2013,-53.1134,18.64,2002,30.7,7.16,8.16,35.25,11.02,55.98,True,100.0,1
-19.3862,98.7017,16.14,2019,29.39,1.88,8.011,34.91,2.73,55.81,False,6.72,0
29.2402,-169.048,16.05,2015,29.05,0.0,8.122,35.17,12.32,64.65,False,0.0,0
-3.3538,62.2621,12.21,2023,30.48,4.59,7.929,33.12,6.84,59.91,False,69.82,1
1.9123,113.9032,14.59,2009,26.7,0.0,8.131,36.01,13.18,57.82,False,0.0,0
22.4171,155.6164,19.43,1995,28.18,0.0,8.072,35.8,5.47,74.3,False,0.0,0
29.7341,135.4668,28.06,1998,29.23,4.68,7.949,33.8,0.66,32.28,True,63.09,1
4.9629,-65.0217,18.28,2005,27.84,0.0,7.999,33.31,12.27,68.65,False,0.0,0
18.7484,31.0911,25.86,1993,29.32,0.0,8.156,34.57,13.28,50.93,False,5.42,1
-10.3835,-152.1743,26.02,2021,29.06,0.0,7.922,36.03,0.77,47.35,False,0.0,0
-11.6554,-87.1668,16.05,2009,28.94,0.0,7.892,34.58,4.22,68.82,False,9.67,1
-5.8378,-146.0799,11.08,2018,29.53,3.08,8.027,35.89,5.1,32.13,False,18.85,1
10.3504,-66.5326,19.55,2020,27.54,0.0,8.207,36.11,9.17,66.17,False,0.0,0
10.9315,135.0674,13.93,2006,26.96,0.0,8.076,33.18,3.92,39.41,False,0.0,0
-11.0856,-55.0199,3.36,2014,27.43,0.0,7.905,34.58,13.93,46.65,False,0.0,0
-22.0074,22.2833,11.96,2005,27.13,0.0,8.091,36.95,14.47,52.84,False,0.0,0
7.9438,-23.9829,29.83,2009,28.36,0.0,7.919,33.11,8.99,32.62,False,0.0,0
-22.3004,-14.7901,2.41,1999,28.07,0.0,8.188,36.58,14.79,63.23,False,0.0,0
4.7096,169.0459,21.2,2012,31.18,6.79,8.019,33.47,2.97,53.11,True,100.0,1
11.6053,-73.3844,25.39,2022,26.88,0.0,8.173,35.44,2.17,76.82,False,0.0,1
12.0367,45.8368,19.81,2002,26.91,0.0,8.04,36.8,6.38,71.7,False,0.0,0
15.2083,-28.7774,17.52,2014,30.38,4.6,8.2,35.46,12.04,70.98,True,100.0,1
22.3716,-157.9874,21.52,2013,29.58,0.58,8.148,33.76,9.04,46.27,False,0.04,1
-0.0025,-3.8409,13.45,1995,28.84,1.07,7.893,33.83,9.63,43.94,False,17.6,0
13.815,112.8036,3.65,2004,29.63,3.9,7.889,33.12,14.4,68.06,True,71.45,1
7.1504,-144.4489,28.91,2023,28.25,0.0,7.971,34.42,9.17,57.84,False,0.0,0
-18.8016,-154.9469,13.54,1993,29.52,1.24,8.009,35.34,6.79,71.92,False,0.0,0
-28.4586,-124.6927,20.3,2003,28.88,2.21,8.014,36.24,11.88,65.1,False,27.53,0
-12.9275,95.184,16.41,1993,26.46,0.0,8.223,35.33,11.59,82.49,False,0.0,0
-3.418,80.6383,2.59,2017,27.32,0.0,7.836,36.65,14.23,59.88,False,10.88,0
7.0264,23.4064,28.63,2018,30.12,1.35,7.934,35.77,9.41,66.61,False,16.54,0
20.9976,-11.4385,23.98,2007,27.99,0.0,7.839,35.21,0.71,68.96,False,0.0,0
-18.2253,139.7973,5.32,2009,29.15,3.93,7.954,33.82,5.34,44.29,True,90.13,1
-22.467,96.0112,29.47,2021,29.55,0.68,7.955,36.14,6.61,71.01,False,18.46,0
27.8088,112.2992,22.37,1997,27.44,0.0,8.093,34.21,11.02,41.21,False,0.0,0
-23.5173,112.7744,14.7,2002,27.01,0.0,7.925,34.28,9.12,32.89,False,0.0,0
-1.2905,51.3782,18.73,1998,29.42,0.2,8.112,33.42,9.71,25.29,False,27.74,1
5.1338,-15.1147,4.1,2022,29.43,0.49,7.97,33.2,4.34,32.07,False,23.74,0
2.4825,131.284,17.25,2001,27.59,0.0,7.966,34.82,12.52,52.5,False,0.0,0
-24.8381,153.3627,3.14,2014,28.03,0.0,7.995,33.49,5.14,76.6,False,0.0,0
-26.5784,-171.4298,16.8,2014,28.59,2.79,7.954,34.35,10.88,41.33,False,15.1,1
-23.671,-161.4402,17.03,2005,25.58,0.0,8.155,36.35,4.3,40.77,False,0.0,0
5.1353,165.1476,26.36,2005,29.7,0.0,8.051,34.32,9.67,47.29,False,2.55,0
2.6607,-80.2222,22.03,2012,29.06,0.0,8.051,35.48,7.87,68.17,False,6.22,0
-15.9756,134.413,8.24,1997,26.64,0.0,8.093,36.4,2.37,30.52,False,0.0,0
8.2664,-40.0338,26.76,1992,29.19,1.16,8.016,33.6,4.91,51.2,False,0.0,0
19.2041,-137.124,17.62,2013,29.26,0.65,7.934,36.79,8.35,55.33,False,17.29,0
-27.5053,-151.0404,18.59,2011,27.5,0.0,8.018,35.24,6.87,57.55,False,0.0,0
-0.1122,-123.6572,5.9,2003,26.91,0.0,8.128,35.94,6.36,58.51,False,0.0,0
11.3586,-90.0384,25.88,2011,28.29,0.0,7.942,36.43,10.99,44.89,False,0.0,0
-14.8613,-4.1334,28.0,2023,27.41,0.0,8.05,36.12,10.89,51.59,False,0.0,1
-11.5337,72.5392,23.47,2020,30.21,4.98,8.121,33.96,14.9,42.41,False,63.95,1
6.8183,175.1035,28.28,2010,28.15,0.0,7.971,34.0,2.27,78.85,False,0.0,0
23.8761,-21.0576,9.77,1994,30.45,6.01,7.971,33.71,4.1,41.23,True,92.49,1
18.5955,6.5466,25.97,2008,29.13,0.0,8.063,33.78,4.68,40.8,False,0.0,0
4.9878,7.8537,15.18,2010,27.99,0.0,7.93,36.22,4.98,33.34,False,0.0,0
13.8133,14.1964,5.75,1991,28.09,1.1,8.223,35.24,5.3,66.42,False,24.38,1
-8.1107,6.3866,20.4,1992,28.36,0.0,8.059,33.51,8.71,56.96,False,0.0,0
8.4579,-176.8411,20.84,2019,28.76,0.75,8.069,34.24,1.19,66.22,False,0.0,0
-2.0291,-179.3791,9.32,2023,29.85,4.65,8.092,33.31,7.25,46.09,True,100.0,1
-18.6038,-144.8401,1.8,2014,29.16,1.99,8.032,36.31,10.77,26.05,False,61.51,1
12.1043,-143.4396,6.8,2018,27.19,0.0,8.088,35.46,11.01,59.98,False,5.9,0
3.3879,73.7629,12.59,2001,28.21,0.0,7.877,33.66,8.52,36.31,False,0.0,0
-8.4827,-106.2302,5.86,2012,27.42,0.0,8.005,36.35,13.85,77.86,False,0.58,0
24.6804,142.0971,6.63,2017,27.47,0.0,8.076,36.59,3.27,34.83,False,0.0,0
-28.744,154.2983,12.35,2006,26.88,0.0,8.049,35.82,14.8,37.76,False,0.0,0
-11.0536,171.3216,28.89,2005,26.83,0.0,8.069,34.99,2.94,63.32,False,0.0,0
-26.5871,158.0693,23.16,1998,28.74,0.13,7.957,36.09,5.48,22.82,False,0.0,0
15.9916,-82.1202,10.27,1992,26.83,0.0,7.93,34.53,1.25,60.92,False,0.0,0
12.1264,3.5197,28.6,2011,28.95,0.0,8.12,34.79,14.45,57.04,False,15.13,0
-10.1189,-116.8362,19.72,2020,29.57,2.31,7.901,34.72,8.92,29.93,True,37.15,1
10.5398,110.2355,14.21,2003,28.86,0.0,7.919,36.9,10.29,48.19,False,4.26,0
-6.2438,139.8354,14.58,1992,28.99,0.0,7.875,34.32,14.42,47.96,False,6.94,0
15.3752,126.464,12.91,2012,28.92,0.0,8.086,34.99,11.47,54.41,False,10.24,0
-2.749,-23.9879,7.76,2010,27.89,0.0,7.959,36.54,14.7,52.19,False,0.0,0
-5.2632,93.1226,12.21,2013,30.88,2.61,8.046,33.34,8.24,60.17,False,33.54,1
26.0838,-144.8715,16.31,2021,26.8,0.0,7.896,34.16,10.95,50.81,False,0.0,0
-14.9473,-165.5119,16.31,1994,27.26,0.0,8.134,36.0,2.77,70.13,False,0.0,0
-22.7732,91.1651,23.09,2022,30.93,4.89,8.162,35.95,1.11,29.12,False,78.06,1
5.0726,-26.8721,11.41,2008,29.97,4.01,8.042,35.23,6.95,68.64,True,78.15,1
28.1593,178.3977,21.79,2023,26.81,0.0,7.996,35.78,1.8,44.42,False,0.0,0
-7.3296,-144.9885,17.76,1992,28.16,0.0,8.066,34.13,7.77,72.55,False,0.0,0
-26.2778,128.026,28.89,2017,27.63,0.0,8.057,35.59,5.62,37.39,False,0.0,0
-9.6417,-7.2061,12.17,2000,29.69,1.33,8.001,33.19,3.19,77.88,False,27.1,0
0.3559,117.7741,27.14,1999,28.34,0.0,8.085,36.94,14.78,73.79,False,0.0,0
-20.2846,114.1658,24.8,1991,26.05,0.0,8.12,35.56,14.13,56.27,False,0.0,0
9.4861,149.7571,19.49,2016,30.04,2.53,8.157,33.72,4.54,39.97,False,33.88,1
29.865,-72.774,19.98,1998,27.13,0.0,7.863,35.89,6.7,71.69,False,0.0,0
-2.8956,161.9278,3.45,1990,29.31,0.0,8.02,35.56,10.19,70.43,False,31.34,0
-8.7163,-125.3999,28.56,2022,29.75,2.22,8.019,36.86,8.15,57.63,False,21.01,1
-5.9577,-150.4912,4.1,2022,27.24,0.0,8.134,34.16,13.73,29.55,False,3.4,0
-23.0912,-24.6184,17.33,1992,28.08,0.0,8.087,33.23,14.82,53.8,False,0.0,0
22.9964,118.1963,10.57,2021,27.96,0.0,7.931,33.73,1.4,52.24,False,0.6,1
-5.1105,-9.5684,13.47,2002,27.24,0.0,8.148,34.68,7.02,50.23,False,11.75,0
-6.7635,118.5432,18.7,2010,29.93,2.92,7.925,33.95,5.97,53.82,False,55.72,1
9.5814,82.6873,27.36,1993,26.63,0.0,8.051,35.97,1.26,52.04,False,0.0,0
-3.478,-104.6058,14.27,2006,26.94,0.0,7.998,33.19,13.72,42.12,False,0.0,0
8.894,161.5974,29.64,1993,29.9,2.02,8.015,33.51,2.76,57.62,True,30.14,0
-26.3132,-158.1188,18.19,2009,26.29,0.0,8.032,34.23,1.04,51.04,False,0.0,0
18.8234,143.3807,5.66,2001,28.26,0.0,8.127,35.24,1.89,26.51,False,0.0,0
26.4302,-70.4004,6.51,2015,28.42,0.0,8.032,34.17,6.85,66.15,False,5.28,1
8.9259,0.0533,21.77,2005,29.24,1.11,8.048,35.25,6.46,73.24,False,24.76,0
27.274,-27.9533,2.46,1996,29.53,1.1,8.181,34.25,13.62,56.54,False,24.42,0
-20.9141,-118.1396,14.93,2022,28.54,0.0,8.095,36.04,0.78,47.06,False,0.0,0
-1.355,-51.0671,5.3,1991,29.52,0.0,7.943,35.97,13.91,70.92,False,12.54,0
6.1084,-110.5436,13.56,2022,30.18,3.34,8.086,36.16,6.36,30.07,True,73.69,1
4.9042,-106.6009,22.75,2003,29.69,2.76,8.007,36.83,3.69,59.65,False,25.81,0
-5.9123,-112.6595,14.31,2009,29.0,1.05,8.063,36.3,14.67,30.38,False,2.94,1
-9.7149,-3.9537,5.74,2016,29.39,0.0,7.899,36.32,13.76,75.62,False,17.47,0
-22.3906,107.2553,8.31,2010,29.74,2.79,7.921,34.52,9.62,61.81,True,48.91,1
-6.4955,24.8292,11.66,1991,29.77,0.71,8.089,34.24,1.8,40.56,False,48.78,1
-20.2404,141.5544,3.02,2005,29.55,4.21,7.982,33.89,11.69,60.52,True,61.0,1
14.0619,49.156,17.95,2008,27.18,0.0,8.14,34.77,1.62,71.46,False,0.0,0
-17.4701,68.1624,18.62,1993,27.07,0.0,7.905,34.51,4.27,35.72,False,0.0,0
-26.4861,60.3386,2.8,1999,29.43,1.75,7.853,33.89,9.26,66.04,False,49.53,1
3.142,-18.1947,12.67,2011,29.1,0.18,7.885,33.01,1.01,74.21,False,19.0,0
5.7138,68.162,13.01,2001,29.05,1.21,7.939,34.82,4.81,68.78,False,11.82,1
22.3148,-154.9052,10.68,1991,27.78,0.0,8.1,36.92,5.69,50.07,False,0.0,0
4.6189,129.5465,17.17,1991,26.63,0.0,8.08,35.92,1.25,63.36,False,0.0,0
-9.2711,100.0124,11.03,2023,26.05,0.0,7.911,36.76,8.7,53.65,False,0.0,0
18.1807,-91.7172,13.08,2007,26.99,0.0,8.081,35.0,10.29,32.47,False,0.0,0
2.4167,96.4917,24.13,2005,27.16,0.0,8.03,36.95,1.87,41.01,False,0.0,0
-25.2432,-175.4487,5.7,2008,30.04,3.45,7.923,33.8,5.94,49.61,False,35.34,1
3.951,-101.7912,18.95,2014,27.0,0.0,8.097,35.21,5.12,64.69,False,0.0,0
24.4811,-156.5506,15.66,2019,28.67,0.67,8.053,34.04,7.62,44.45,False,0.0,0
-6.2212,100.8817,9.85,1995,25.34,0.0,7.927,33.91,14.03,62.24,False,0.0,0
-12.2205,92.1147,22.1,2016,27.9,0.0,8.108,36.74,7.59,77.66,False,0.0,1
-21.3918,112.909,16.98,2004,27.17,0.0,7.934,35.31,0.54,62.57,False,0.0,0
-20.9133,-178.3866,14.84,2020,29.57,2.75,7.947,33.33,1.02,53.27,False,30.88,1
-4.0337,0.4438,20.36,2011,28.87,1.05,7.917,34.47,5.45,67.0,False,0.0,0
5.7408,73.741,24.27,2001,26.1,0.0,8.088,36.35,2.02,41.42,False,0.0,0
-25.1631,-124.0556,29.21,1999,28.14,0.0,7.975,33.37,4.82,26.08,False,0.0,0
26.3741,53.9247,19.25,2010,29.16,2.81,7.946,33.09,9.78,57.07,False,33.94,0
15.308,-149.7204,26.36,2020,29.59,1.47,7.989,36.38,4.25,52.04,False,14.29,0
5.1974,-114.7227,1.03,1999,26.88,0.0,7.998,35.73,2.16,75.32,False,0.0,0
19.7063,-8.7131,16.38,2008,30.33,3.4,8.117,33.28,10.67,57.49,False,34.02,0
-25.1888,55.2835,7.22,2012,27.38,0.0,8.08,33.73,13.8,57.13,False,0.0,0
-1.3897,-127.4871,3.73,1999,30.0,2.62,7.996,33.28,13.7,51.3,False,34.14,0
7.8056,-113.3196,16.43,2016,26.85,0.0,7.845,33.28,9.97,51.89,False,0.0,0
19.7192,-106.3993,22.66,1991,28.48,1.63,8.038,36.6,3.18,34.19,False,12.77,1
17.0082,-94.0677,12.96,2000,28.22,0.0,7.898,36.01,13.16,49.02,False,3.16,0
-13.3758,-98.4406,20.43,1997,27.99,0.0,7.984,35.05,11.55,82.27,False,4.38,0
26.4528,-37.7463,15.2,2008,28.99,1.22,7.927,34.28,12.66,32.08,False,0.0,0
-22.5392,55.3643,13.68,2005,26.28,0.0,8.171,35.45,2.66,81.26,False,0.0,0
22.508,-22.3086,9.42,1993,27.66,0.0,7.849,34.14,7.52,52.87,False,9.53,0
28.2564,99.3506,12.1,2003,25.7,0.0,8.077,33.57,8.23,76.94,False,0.0,0
-19.3708,78.9367,11.14,2011,28.04,0.0,7.92,34.95,11.74,68.41,False,0.0,0
13.324,-134.4503,19.74,2006,30.34,4.55,7.951,36.38,5.22,19.37,True,100.0,1
-27.5829,-162.417,4.36,2015,27.97,0.0,8.066,35.74,5.53,66.15,False,0.0,0
-5.6746,136.059,3.69,2019,29.17,0.57,8.121,36.14,13.35,64.6,False,0.0,0
0.977,-151.2608,20.14,2010,26.57,0.0,7.904,33.72,11.24,66.34,False,0.0,0
4.8387,-126.5979,16.84,2009,27.49,0.0,7.996,36.85,9.77,63.13,False,0.0,0
26.1562,-172.032,13.48,2015,27.92,0.0,7.926,33.3,2.25,51.17,False,0.0,0
10.335,46.2011,5.42,2001,26.44,0.0,7.983,35.04,1.5,69.51,False,0.0,0
-1.1233,29.6534,12.92,1997,26.88,0.0,8.026,34.49,9.86,71.63,False,0.0,1
18.5805,175.2853,23.9,2018,29.96,2.35,7.902,35.37,7.94,57.78,False,31.91,1
27.032,139.2957,26.8,1996,29.34,3.23,7.988,36.76,14.78,26.08,False,27.15,1
-28.676,-32.0965,21.37,1999,29.97,1.85,8.025,33.44,12.86,35.24,False,27.55,0
28.9513,-46.2291,2.74,2009,30.47,4.79,8.007,33.53,8.77,66.95,True,79.61,1
-24.8321,-73.1333,20.44,2017,29.91,2.11,7.912,34.34,2.23,33.01,False,17.53,0
18.8632,-125.1335,7.99,2003,26.49,0.0,8.055,35.56,1.92,48.53,False,0.0,0
-13.1799,-130.2899,10.14,2001,27.68,0.0,8.102,33.59,7.19,30.48,False,12.12,0
-22.0692,-132.3779,6.68,1997,29.35,0.92,8.205,33.52,2.67,53.83,False,0.0,0
-3.6087,-138.9187,23.5,1996,28.83,0.0,7.905,36.17,10.44,49.09,False,0.0,0
8.6374,-93.4157,19.81,1994,27.49,0.0,7.96,36.18,1.18,35.75,False,0.0,0
-7.1429,-69.5993,18.74,1990,27.65,0.0,8.218,35.72,14.91,60.07,False,0.0,0
-26.7261,166.1684,20.37,1998,27.75,0.0,7.922,34.64,14.21,59.15,False,0.0,0
5.9677,28.2504,7.87,2007,26.76,0.0,8.054,35.29,9.26,46.98,False,0.0,0
24.1442,175.5345,13.89,1999,28.53,0.0,8.029,35.46,3.37,31.31,False,0.0,0
-7.0071,-45.9119,19.36,1990,26.4,0.0,7.84,35.72,4.59,82.02,False,0.0,0
-17.02,-15.2544,19.46,2009,27.43,0.0,7.911,33.93,4.77,38.79,False,0.0,0
-3.4454,-63.1517,23.96,2018,30.53,4.63,7.894,35.06,3.2,62.94,False,47.36,1
-27.0982,-114.1604,9.33,1991,27.9,0.0,8.013,36.99,2.09,56.28,False,0.0,0
19.2293,-128.4607,23.34,2015,30.43,2.86,7.802,33.7,10.11,44.65,False,61.26,1
19.5804,160.2285,13.77,2000,28.15,0.0,8.02,33.31,11.34,49.65,False,0.0,0
5.28,175.2518,20.44,2014,27.23,0.0,7.998,33.28,4.04,57.24,False,0.0,0
-8.8138,-163.8326,14.22,2023,29.89,3.66,8.113,35.67,11.5,43.34,False,53.36,1
17.987,-125.8755,28.51,1990,25.98,0.0,8.039,36.26,2.89,42.49,False,0.0,0
3.2812,-27.5313,6.2,2020,30.03,3.45,7.901,33.95,3.88,38.31,False,40.84,1
19.5559,-112.9199,20.58,2011,29.38,0.0,7.924,33.14,11.87,40.27,False,14.63,0
7.8875,-49.0031,17.72,1991,29.45,0.0,8.08,35.86,14.68,42.77,False,0.0,0
17.0643,-133.5253,6.01,1990,29.31,0.83,8.091,35.99,11.78,65.47,False,3.05,1
5.9138,-15.6558,2.91,2013,27.85,0.0,7.931,34.05,3.36,44.87,False,0.0,0
-5.1515,-82.1899,24.18,2023,30.53,4.85,8.169,33.06,4.82,76.24,False,54.75,1
27.4768,-53.3142,5.57,1998,28.73,0.0,7.941,36.2,9.78,52.71,False,35.82,0
2.4668,-146.0474,6.41,2001,27.25,0.0,8.131,34.44,14.34,42.35,False,3.72,0
6.3054,-25.8739,29.37,2009,29.77,4.26,8.089,35.08,14.92,65.37,True,64.27,1
-16.7707,173.9727,21.8,1993,29.78,4.45,7.971,36.6,9.02,34.53,False,52.93,1
7.539,-61.6201,8.26,2004,27.2,0.0,8.225,33.82,6.83,35.53,False,0.0,0
4.2965,135.5145,18.14,1993,29.35,2.27,8.144,33.52,4.01,41.41,False,20.13,1
-18.9097,123.5517,16.49,1994,29.08,0.0,7.865,35.33,1.6,28.01,False,10.72,1
-26.4248,162.741,25.49,1999,26.37,0.0,7.981,35.66,4.95,49.99,False,0.0,0
6.2616,104.4394,22.15,1990,28.19,0.0,7.876,34.57,8.62,53.32,False,0.0,0
15.8215,57.4549,25.12,2007,29.27,2.18,7.962,33.13,9.76,42.35,True,45.32,1
1.4041,128.3704,7.13,2020,29.34,1.46,7.935,33.36,5.3,75.05,False,35.21,1
-16.3936,-152.7679,19.57,1995,29.35,0.18,8.028,34.07,14.41,27.66,False,0.0,0
9.9913,-13.381,2.17,1995,28.94,0.0,7.965,33.88,1.87,40.03,False,0.0,0
-25.1937,176.1322,3.0,2008,30.0,2.1,8.135,34.26,10.79,40.18,False,47.16,1
-3.49,97.0561,21.69,2021,26.97,0.0,7.855,35.15,5.97,41.03,False,0.0,0
-20.198,166.3471,1.71,2019,28.15,0.0,7.965,33.22,11.8,40.57,False,0.0,0
-18.9325,100.6684,17.81,2015,26.19,0.0,8.061,33.91,12.6,31.88,False,0.0,0
