Latitude_Degrees,Longitude_Degrees,Depth_m,Date_Year,ClimSST,SSTA_DHW,target
-12.97212342,69.79073828,9.868591827,2008,301.7223006,302.2950292,0
7.700827053,-113.7235236,4.063860018,2002,300.3124097,298.7727865,0
16.61362489,-154.515083,20.15125932,2001,297.3091765,301.1113635,0
21.05116544,-76.99138472,19.57297095,2016,299.3759415,297.1815656,0
27.23620515,-104.4295035,23.87888369,2022,297.9673966,298.2946079,0
-0.337751337,149.340582,7.139716792,2009,301.1743726,299.7534074,0
24.70710674,-127.2187594,19.7319089,2021,301.9229211,300.1566102,0
-8.953342619,119.7697487,15.30879431,2003,299.4638441,299.2300942,0
29.04536784,-74.79037557,9.549699912,2009,297.3049488,301.5816885,0
-2.531704046,-86.77382219,26.48364919,2000,297.5691129,300.6110949,0
24.41913111,-119.2502022,29.08148184,2017,300.7618632,298.0462536,0
1.253146962,-11.13849202,3.060085221,2021,298.8462532,300.1602021,0
0.887054096,4.773781645,4.109449432,2018,297.7167624,300.5388592,0
-18.16902108,-144.8603863,5.838608768,2003,298.3026721,297.9071371,0
-22.52309621,-48.2762525,7.652411562,2003,300.7546913,300.4580371,0
-14.03391789,-165.9576885,14.21143668,2015,299.8078614,297.7732555,0
-4.512999509,-56.97041676,6.319285661,2015,300.7086147,302.389755,0
29.13604404,67.20430022,8.064828967,2019,298.5126362,298.2298694,0
21.42581638,114.1585557,14.00204765,2006,298.1976179,297.4306592,0
4.405909521,-144.5958282,14.02896186,2010,297.9612971,301.8110901,0
14.24588649,-88.97853575,2.951253775,2008,298.4928698,297.0203632,0
-20.24632764,-54.17179158,10.15591276,2009,297.1546683,299.0642674,0
7.605200913,-127.4052364,24.86710366,2015,302.1448365,302.3889194,0
22.11316985,-117.3740804,2.339698013,2009,302.0026044,298.482965,0
19.18062017,179.7661082,7.131506482,2003,299.2753832,300.7338804,0
-15.79214487,-149.7734772,23.33061563,2004,297.7466022,302.37591,0
27.86119404,-121.0575752,9.683270619,2017,298.4944468,301.4877568,0
-7.30106357,-148.1770918,10.92454022,2002,300.4632598,299.2888852,0
-20.00768919,175.023647,24.80462127,2008,297.1019218,297.7899176,0
9.476969147,81.89174808,23.80866569,2017,298.6824215,299.6572406,0
-26.20901419,40.01094836,29.52831598,2024,301.1406611,299.7501865,0
-22.33128934,29.60548157,9.696353785,2002,299.6099346,301.4883122,0
-4.075962896,106.7006601,18.26702925,2009,301.4748485,300.9322405,0
-15.07217617,147.6779958,5.478056969,2003,297.5145767,297.0916935,0
22.41205585,-94.86903159,7.133695729,2007,301.8508656,302.2749633,0
-18.45921821,78.25419866,20.26584163,2010,301.1929867,297.7913189,0
-29.48285984,-172.8097443,18.01145038,2018,299.8490844,297.0410473,0
-4.638802821,78.50453803,13.83811736,2018,298.4805436,302.4024083,0
-7.025819158,-115.9617389,11.19988323,2009,300.4541676,301.5646678,0
-5.062333078,-87.01184551,26.1433366,2000,299.9768102,297.2909909,0
12.0686532,-159.9379251,27.4401076,2012,302.4760485,299.6410093,0
-0.846863629,23.70664347,27.58592409,2013,301.9744905,297.0041124,0
5.648183489,78.94821925,18.94366249,2016,299.5516494,298.3520022,0
24.89052899,-59.25354714,28.61565642,2006,302.1419118,300.5039724,0
23.92006209,-15.65681208,5.333651497,2024,300.4262472,299.4578081,0
16.67909829,-100.6306268,5.772415694,2001,301.6922049,302.1346925,0
25.95613245,-134.9171908,12.07956259,2009,302.4151674,300.6652402,0
-12.87575589,30.89102192,4.174988616,2006,298.6854329,302.292171,0
27.8692935,-75.80290751,14.90912781,2000,300.7038085,300.379747,0
23.54814564,-151.694384,10.59652821,2012,299.2379414,298.2138449,0
1.998501748,178.5577137,24.21554705,2002,300.4939574,297.2285792,0
-17.59213944,153.0232403,11.61728042,2016,302.3108541,298.8786371,0
-9.689587234,-177.4469474,20.72726996,2018,299.243658,302.3914366,0
9.006793405,87.12808268,1.913878249,2020,300.4240084,298.6990475,0
-7.876490672,97.10331059,24.51712059,2020,301.6430224,297.7661629,0
1.21391763,-166.6392048,3.339423254,2016,301.9926868,297.4807924,0
26.18959988,117.1925429,23.94801072,2023,299.9811489,302.3251486,0
-21.12885373,158.7154563,6.303898539,2016,299.0735424,302.3071073,0
-13.58747826,-36.12311925,29.50294342,2010,297.7868407,297.0770798,0
4.011505998,155.6160782,20.31246782,2020,298.8792102,302.24324,0
24.19144144,76.93425312,24.72622185,2019,300.7643945,299.7677123,0
15.90893099,-5.295371738,5.332067451,2000,299.9508908,301.7296739,0
-17.21788081,38.8002379,3.429938204,2002,299.85101,297.4009415,0
7.609974265,-88.84839348,24.3071101,2002,300.4226664,302.1393112,0
-17.60793576,84.60941368,26.12708083,2023,300.0080353,300.0043618,0
-24.63161263,-29.52572922,25.74525916,2006,302.2970177,302.0464969,0
15.87409583,-151.5326324,13.9775838,2007,300.9599824,297.5564109,0
7.388271225,-51.81577232,23.87850493,2003,297.5315232,298.5079022,0
-10.79659639,94.73402079,24.2652262,2017,301.7662763,300.2646639,0
-22.37337055,-26.08493207,5.664948511,2017,299.492971,301.692467,0
4.879261184,-151.5852522,6.558468246,2022,299.8243483,302.2265357,0
2.141338227,-38.09142194,25.59789073,2006,298.8753161,301.4300646,0
-9.683326253,-160.044124,17.07144188,2008,298.8331492,299.7056041,0
4.366350584,-94.19860417,24.02469746,2004,299.9026914,300.0659253,0
28.69984846,98.34036903,4.081711239,2015,297.9287261,299.5337004,0
-11.5747354,-167.3426699,10.3712113,2015,300.034418,298.9610741,0
-3.161834625,167.5864506,11.94310584,2016,298.0143935,299.7363403,0
-13.44307031,83.16372569,3.222049658,2020,297.116324,299.3041314,0
16.55190391,-58.05613592,17.34837594,2005,302.0439223,300.2088442,0
-2.243381805,114.5881834,20.81646452,2006,298.9389108,300.9747597,0
-10.84648213,146.1282016,4.67247664,2016,299.8556384,298.2890355,0
-22.58601076,-135.4712938,17.91500972,2024,298.7684315,297.1905789,0
-22.36650678,149.2900417,15.31276613,2002,302.4401893,298.4577601,0
10.32357016,-161.2714482,4.295735122,2002,299.1086332,301.6043908,0
21.91767355,37.02469694,22.09855639,2018,297.8319536,298.5657111,0
-7.441726684,92.27163491,16.65019188,2011,297.0991595,297.562827,0
-5.370077178,155.9494501,19.48467196,2018,299.5650603,298.9891635,0
-23.49597764,135.335888,23.71164084,2022,297.5238691,297.1510881,0
-5.782446284,177.6881422,6.07163415,2011,299.971195,297.2767761,0
-26.22555144,-112.5551551,1.941652379,2020,301.1009558,302.4759048,0
9.939030038,-2.347200694,27.77204567,2017,301.0145794,301.8881058,0
-26.29952498,-17.97689865,6.936864165,2002,297.3075949,297.7819976,0
-26.83044637,45.30283019,2.580769045,2010,297.8774698,301.8705769,0
-29.39937537,137.6673071,17.57868747,2001,298.7534953,300.2642303,0
-17.39293344,-138.1205782,29.13338971,2011,298.3258539,297.0863275,0
-8.394022153,-147.6640334,8.448071094,2023,300.8358739,300.5354363,0
16.96474046,157.4932221,21.06589353,2021,297.7768403,302.0634548,0
-24.3820264,163.8227474,18.71686524,2006,299.213895,302.0602203,0
9.015304266,-147.449168,28.48784045,2017,298.7355441,301.3391982,0
10.90712987,139.9508942,21.08290637,2003,298.9289038,301.2506205,0
18.1902307,-124.7713623,11.62998443,2014,297.0842082,301.29315,0
-8.303560894,-33.68932524,24.47171679,2006,297.5819276,300.4551363,0
-22.71768453,174.9363007,23.63978017,2015,299.7674854,299.7130446,0
-29.76240342,0.418583325,12.12940128,2019,297.875375,298.9478481,0
-4.831110895,-39.35032664,20.309094,2006,297.5216706,299.992693,0
14.43057127,92.49366425,18.59476986,2015,298.0313997,297.058034,0
-24.51442387,20.46193009,26.86432077,2014,298.8561238,297.099446,0
-5.980207895,17.95569162,18.96789519,2020,300.7021124,302.4491185,0
22.96938976,-9.723386269,16.0708659,2004,302.3611804,301.6339603,0
0.052596353,173.311713,3.823925144,2007,301.9473202,302.1748395,0
10.25189322,59.19256317,14.12987579,2009,300.2497645,300.5900047,0
-14.6600266,-48.75608609,25.46673536,2011,299.9766207,301.4212294,0
0.53311531,-157.520061,12.13446326,2007,297.7788948,297.5637298,0
2.127896979,-149.3482908,9.785409869,2022,299.1418907,302.2343632,0
-10.81674904,132.5153376,26.55626977,2022,300.8618622,299.0444984,0
-28.93716896,73.15192252,1.629302763,2002,301.2785017,299.1029983,0
-3.412359281,-44.57143124,11.65287494,2014,301.4483969,298.9897257,0
1.455283232,61.46183716,8.813743943,2008,298.8820252,298.0695494,0
3.7168866,-66.75690567,3.446755997,2005,300.3995663,299.8022988,0
2.744980787,-50.60742234,3.362743034,2009,300.6776899,298.7347902,0
10.95595679,133.735875,7.887095229,2024,300.944498,299.9595207,0
0.522359053,-92.47516905,22.59777122,2007,299.2793873,301.1934449,0
24.01873437,59.33447666,4.051367102,2019,300.5803446,301.5348439,0
-4.937485982,-153.6893672,8.936325163,2010,300.8382542,298.475377,0
29.9601768,-116.8796731,1.293318518,2022,301.2672976,299.4573102,0
-3.149985131,163.8082511,27.66941233,2012,300.7048541,297.356946,0
-2.05646534,-93.51179335,14.62432532,2017,300.2017964,298.9622377,0
-20.14377303,1.338996452,25.07588365,2011,300.3849828,298.059801,0
6.383167019,63.88680753,16.24733976,2022,301.0771979,301.5518564,0
28.07187396,140.3411019,18.41550828,2010,297.1531258,298.3566105,0
-2.423114896,46.26140403,17.16030317,2012,298.4635938,301.5825541,0
-4.392577668,53.54465,22.09078564,2000,300.8137047,302.4485351,0
-13.32653244,-0.651852297,10.556382,2022,302.0531102,299.4220582,0
2.926791556,106.6628459,17.90896285,2015,297.3286925,301.887296,0
-10.25557323,-66.74845197,15.85056872,2008,301.1145812,298.1455272,0
-17.68679476,-111.7731444,4.642852782,2006,299.336368,299.1205388,0
24.92497209,94.29637527,15.64835112,2011,299.5590264,297.3203081,0
-14.26354069,-23.01462712,5.5501761,2017,299.1298533,301.3142312,0
-0.426222865,-114.8851712,22.30809253,2009,301.8489944,299.8335572,0
16.47915719,22.37211138,17.02841281,2008,302.2493253,301.8079291,0
12.47645494,76.91474682,8.319649733,2019,297.1786763,300.2740226,0
2.351627648,168.7732886,15.04218104,2021,300.3215624,297.2727643,0
-24.31914057,-168.1715888,15.47592516,2023,298.0518317,300.384859,0
-5.657134549,-165.2103486,11.07136575,2011,300.8010823,301.8575618,0
26.8919104,-4.769622593,21.3674244,2012,299.9596656,297.3880254,0
26.04197947,95.886461,20.08054742,2009,299.4699587,301.3804847,0
2.823779455,53.98275534,22.85927786,2016,297.6438543,299.9049775,0
-22.38763032,33.2976525,14.99229876,2018,299.2319665,302.337412,0
-23.25684406,-83.33822979,15.27965102,2010,299.3340461,300.9308285,0
6.227565437,-72.38658596,12.91367547,2000,299.1377111,299.440358,0
23.47883614,-31.92109548,5.211525578,2009,301.2925913,298.1064638,0
-25.19619585,-9.196855256,1.289107807,2011,300.6211978,298.5772178,0
3.577011339,-79.43573126,11.11724208,2004,297.2878307,301.3056674,0
20.73064865,107.6695725,15.74589202,2012,301.1097988,298.1517972,0
2.225007335,85.39892049,19.19210997,2001,302.2788108,300.7188653,0
24.46504801,82.71738417,22.32844233,2006,299.0095176,301.628885,0
3.277229473,144.5872426,27.85959661,2006,302.0890851,301.7738165,0
-0.019006183,-157.9162052,21.72230804,2003,298.0367492,301.4273176,0
28.03968668,-83.30438415,15.3499526,2024,300.8299934,300.6958688,0
-15.55910462,87.69690632,22.75788305,2000,299.8700698,300.2210988,0
-29.49026528,93.96215386,21.67741446,2016,297.2911476,301.152129,0
27.31050963,-93.54542543,10.3822138,2024,299.2185037,300.7205968,0
-18.60403403,114.7488517,4.383984478,2021,299.1255441,299.3113728,0
3.726652957,-177.888698,3.276786185,2003,300.5025181,302.3612341,0
19.53620549,-158.3970507,11.91065197,2007,300.1290677,301.8493993,0
26.51433524,86.24276932,3.511973065,2017,299.4070547,298.8683094,0
13.14116659,-76.68475219,8.246740586,2024,299.4967736,298.6591423,0
-6.958855562,127.5838248,22.7209715,2015,301.999844,297.1601808,0
16.14646461,144.6874458,13.9442828,2020,300.2801648,299.0131555,0
18.42642122,8.383049748,4.38568918,2010,301.5022628,301.9478033,0
16.91595479,-109.6707741,3.51571043,2024,298.3629684,297.1998741,0
-23.88916409,82.25781619,6.790422403,2014,299.7593454,300.9900749,0
-23.2061266,-33.7080941,15.06711437,2009,301.219439,302.3497881,0
-12.84951308,-154.400145,11.02405113,2017,300.8474033,299.2660976,0
-21.69614484,59.6754865,16.21549689,2023,298.8589933,301.9877662,0
5.242192115,-149.2551057,14.04431573,2005,298.2470382,300.3108974,0
11.84686969,-147.421328,15.42835016,2012,301.942283,301.9294119,0
11.14276613,129.232997,3.574424742,2017,299.4091199,299.2480907,0
-4.26486243,30.80206566,16.11403802,2006,298.7631217,297.7423817,0
-12.22939407,26.02217324,13.81375753,2001,299.1343216,301.377808,0
-11.65463235,-153.7756929,28.04655112,2019,297.835891,297.7167489,0
-9.262377778,110.7728529,8.14409917,2023,301.5684967,300.1423315,0
6.448305235,8.33688029,26.359778,2001,299.9016879,300.6048979,0
-16.00874673,131.1850754,9.9716883,2004,299.9126497,299.2048517,0
-12.15640008,65.42094615,7.025923476,2009,301.3457226,298.1977944,0
10.62226889,109.1563644,17.29443173,2018,298.9737778,300.3552384,0
-7.050932365,-70.37165191,1.720925962,2006,299.0842575,298.6652218,0
-2.43923939,114.466858,27.96773113,2020,298.3449724,298.2502714,0
-9.645759568,-0.648460958,13.72136539,2017,301.5305945,301.7136597,0
-5.093569389,-147.8376352,13.69566284,2006,299.57731,300.2521563,0
23.21045417,139.9878354,22.62627828,2016,300.1628873,301.3262091,0
-28.96271731,17.88646092,25.87516023,2014,299.5279801,298.229814,0
26.00730631,-55.94522554,5.668548519,2003,300.898396,297.9783389,0
23.31199731,-20.91317581,5.14253132,2018,301.3448598,300.5161251,0
21.20793319,85.45426993,26.58396638,2008,297.407412,302.4605767,0
-5.526345793,-76.53508782,17.17849632,2008,300.2304129,297.9581587,0
27.77349805,-116.7912801,6.149179672,2001,302.4956401,298.5776566,0
-13.17269611,-122.4901943,5.75784406,2001,301.3606202,301.9816623,0
28.50523018,-96.37572453,26.55762882,2003,297.620623,301.7851371,0
8.166338079,-120.6968774,13.46510647,2007,297.863045,297.082624,0
-11.23720229,31.73173442,5.010212029,2000,299.6504509,299.7672346,0
-11.04385066,82.52648968,26.36766513,2008,302.1766808,301.7403418,0
3.857010104,-32.29459094,10.65574182,2019,299.1916332,298.7430216,0
-1.956759873,-77.19133815,28.88673183,2015,298.0335928,297.8143287,0
-24.07888633,28.72992426,19.20805095,2002,299.9447733,301.3361974,0
19.0862501,164.8483473,24.90377159,2012,298.7405783,301.256973,0
-26.87565563,-175.3842062,24.07078737,2008,299.7977617,297.300928,0
2.128234475,156.8697341,18.33078254,2021,299.6522388,299.8617799,0
28.51467212,167.6773598,7.242802328,2001,297.3295884,299.8467971,0
-22.53394752,166.3905155,9.407818116,2017,297.4895535,299.813391,0
25.11129183,145.4809178,5.539347189,2014,297.5835048,300.6874567,0
-12.66963513,30.81750042,18.14919942,2017,297.666355,297.4697467,0
24.56661984,-110.2954285,13.07226293,2003,299.7913,299.2068892,0
21.30470316,-24.50932879,12.19687648,2018,301.2970986,297.1067069,0
-10.37959389,46.06514472,8.980516141,2007,300.4603076,299.0366119,0
-16.43090401,134.2188843,24.62239115,2009,299.9279813,298.6685036,0
-6.429655411,-115.3255615,17.76409096,2012,299.7668993,297.4560302,0
7.200080009,-57.519722,25.8218305,2008,299.6305602,297.9935018,0
-0.862155958,73.50320023,1.863924617,2000,298.1323802,298.769275,0
-2.070781654,159.5505059,28.02021132,2005,297.5845318,301.6309094,0
-1.028714101,57.36865942,15.80980655,2017,301.5919469,301.1573751,0
-0.995865809,-139.8110654,4.34668582,2017,299.3197583,298.2634396,0
-18.02570305,-166.3975776,19.65772203,2002,301.2089879,298.959438,0
-13.55500826,108.4190642,11.93818496,2020,297.3832988,297.3201963,0
25.62024961,53.44376911,12.00838134,2019,299.0865108,302.0095882,0
6.920870438,-31.6992425,28.09791304,2015,297.9469278,301.6778141,0
22.67083866,17.79430042,20.02919205,2003,300.5703468,300.839388,0
8.288394151,-64.59723923,3.712083584,2018,297.2940229,299.4513048,0
-27.03902618,24.96046749,12.09914655,2021,298.6810667,300.2614049,0
2.261011305,-178.3035268,3.09929255,2000,301.198122,297.7507666,0
-16.27975492,137.6982378,1.583529934,2001,298.3361995,301.9960089,0
-24.41357061,-11.46890093,26.73871532,2013,299.974211,300.7251538,0
12.15777459,164.1528212,16.40885864,2000,302.3293232,302.1319271,0
22.24028809,-28.14125921,21.04775131,2000,301.6773622,299.2787986,0
-23.25683704,-152.773069,17.73485731,2013,299.2733835,300.0063822,0
-3.837181553,89.52198309,25.00982368,2021,297.7285792,300.6975546,0
0.521516444,79.6041922,11.22804248,2008,301.6339398,298.6676451,0
-4.233126175,-10.54585897,5.563775917,2015,301.7004046,301.4121165,0
-9.074325156,69.79555272,5.629349946,2003,300.1885541,300.6687027,0
24.69461324,-55.5767392,19.02371202,2024,298.0272489,301.5718519,0
16.00610138,-53.76863108,11.92750821,2002,301.5973862,297.5570187,0
10.55355737,-90.45885824,1.449449013,2008,298.5382062,298.0533673,0
0.255807648,131.6322131,7.999141411,2018,301.9180019,298.2549125,0
14.40106801,-68.49603038,25.90380874,2012,300.3209169,299.7133787,0
-27.59585482,174.3559124,12.12095255,2003,297.0518092,301.4483614,0
-14.43601567,49.00812038,14.17221817,2010,301.5986524,298.4573188,0
-3.082044503,13.56916629,20.2451169,2011,300.2494873,299.7817506,0
-28.92071211,155.7976608,3.271484599,2002,301.0123678,297.111876,0
-17.68877143,-4.650284044,26.46932156,2004,298.6647357,299.5726177,0
-13.63236644,-13.12148956,26.74729976,2001,298.3583098,301.9478687,0
24.64945322,159.5916403,16.08668418,2011,299.4011995,300.4858834,0
-2.996884167,-58.3858644,12.25486332,2001,297.8516347,298.0060761,0
-8.097145998,-24.32261998,19.07200031,2020,299.7703047,298.0044382,0
4.438510502,49.46566041,17.14456844,2016,297.0494926,298.4179598,0
-5.590641156,-14.37691797,9.632683998,2018,297.1009711,300.5969682,0
7.115108944,-68.45503797,3.488034262,2008,302.0777306,300.7910363,0
-22.37384317,-51.57965905,18.18200682,2017,300.5982649,298.5148645,0
28.06439728,-64.24494034,29.94878675,2022,300.3737102,298.4391925,0
-25.98053434,-169.8511174,8.097607309,2015,302.3319281,300.9819404,0
-17.27730904,-142.1648819,20.96363743,2020,299.8441486,301.9944603,0
18.26246485,-156.3012564,21.0846112,2022,301.9910475,297.6736478,0
2.042166792,136.6065697,12.89068982,2000,297.3875337,298.52979,0
-10.52960105,160.2440815,9.197353456,2007,300.6921743,297.8920085,0
-0.813456771,85.87405421,26.13880118,2008,302.4126539,301.0493967,0
16.45506886,56.23307293,14.6782323,2019,297.2552159,300.4317773,0
7.565886119,140.8322871,15.66403437,2020,300.3979726,301.2348549,0
-23.76243745,166.4515139,26.81639945,2014,301.5251813,299.8507816,0
-2.291611106,-66.80372191,17.84808901,2001,297.3855581,301.7549774,0
-0.026012197,-22.13711399,18.71967893,2020,301.7286129,299.5203932,0
-14.2550351,-92.96477731,15.00740927,2011,298.9044632,301.4425661,0
-8.616570042,-143.6588346,28.89475892,2013,301.2374079,298.1579067,0
0.086488422,-95.89508509,12.87726689,2003,298.2545521,302.0722282,0
5.554090966,-43.22725525,15.55613184,2007,300.0793979,299.6752277,0
0.295968245,-116.4917122,24.56925422,2022,298.446699,298.2350771,0
-2.069660008,-84.56789925,22.29498968,2014,297.7453428,299.8511979,0
-23.24344624,156.2354707,6.323809193,2022,299.4123629,301.1817141,0
-4.780001434,159.6791324,27.1734826,2022,298.4696544,299.8001236,0
-21.15276495,40.19604323,17.40667189,2024,297.556401,297.0623293,0
2.918058312,170.4219449,13.72185638,2012,302.3238339,298.4035023,0
21.50821516,16.7005682,17.51481893,2023,299.3284692,297.0512066,0
-3.456375555,-163.4150989,16.77245971,2024,300.372437,301.778406,0
9.714094588,-23.74240735,24.76340776,2015,297.6586798,299.9256314,0
-12.92928242,-163.0579688,20.38785416,2014,297.8959646,301.4682751,0
21.20374401,149.1625594,8.693267583,2021,300.4563256,299.1721985,0
-14.75813893,173.5686664,29.50757994,2020,299.4446399,298.4096081,0
-18.57519024,61.18325671,1.011644777,2023,301.0967595,297.4380966,0
-27.0862366,-18.73666901,13.92352522,2004,297.693842,297.6780616,0
-21.15284397,-169.2949459,3.080220397,2016,298.658009,297.5200599,0
15.5030863,38.1649795,17.53906273,2012,297.7727446,300.4240217,0
-17.53056951,1.465228709,16.80156889,2007,302.2240606,300.0515419,0
-9.538789665,166.2713548,16.87478577,2000,299.7102974,297.8839234,0
28.69592781,-122.9327158,15.13656723,2017,300.5166253,297.7097002,0
-4.181014317,-81.10618819,26.74479422,2011,297.3958945,298.4117433,0
12.834056,-7.193336456,12.66941338,2004,302.3177605,299.8962722,0
-11.80313844,-49.47004347,2.92575525,2021,300.3375461,297.6595702,0
-10.75601446,132.3509813,7.744474153,2024,299.2146916,298.1431405,0
18.80441361,87.41925953,20.18614091,2011,300.1542047,298.183841,0
21.69749701,159.1867636,16.03629627,2013,302.4602404,301.3097114,0
25.31924856,-109.7803,28.85648755,2010,302.192227,299.1795249,0
11.63180054,-3.843810909,15.86471026,2002,299.5022293,299.5893175,0
12.3985513,158.6303997,10.55031705,2016,297.074345,297.891939,0
29.09488596,-152.6423377,20.68485845,2016,302.2017609,298.0840832,0
22.52179439,73.61770911,14.16155035,2003,299.1454732,298.0700138,0
13.90077593,-124.5068912,25.81366626,2010,298.0399271,301.9549925,0
10.45121693,47.97681024,3.885390559,2009,298.6408576,298.4466421,0
-20.18349475,-49.40383207,8.278628983,2006,297.4907219,299.3704068,0
-19.5127971,175.3560309,17.27335616,2017,300.4041434,298.5558725,0
23.69215204,-171.285824,11.10947161,2006,300.5742516,297.1358351,0
18.61554783,13.16814841,9.068298425,2010,301.4693695,297.7071877,0
-28.89714061,68.26986708,9.740362077,2016,300.7983842,300.1482425,0
-5.728828533,-49.09987829,7.287614002,2003,299.7262992,298.8300378,0
-25.72918582,-147.7727292,13.57956996,2012,298.39781,301.5382418,0
-0.884663751,15.62610679,9.838066471,2016,297.4725071,300.9276553,0
-18.2259431,68.42712751,12.32091694,2020,297.8166575,300.0486539,0
1.628902898,84.32200843,2.598179558,2009,300.6618142,298.5742337,0
-2.393842407,-110.3589979,7.100790364,2011,301.636225,299.8625085,0
21.64865176,-178.0402647,2.020064314,2003,299.4788833,301.1448557,0
27.3383677,97.9522286,25.42876868,2008,298.4081165,300.5795537,0
-23.02357918,13.10773791,13.67729505,2002,300.7233721,299.7348247,0
-24.36054424,-75.33996926,29.52822377,2019,298.2386391,298.4140285,0
-1.232701311,-47.78002754,27.50062116,2013,301.9579576,300.065861,0
22.10856907,120.3944832,25.15718024,2006,298.8377866,301.498473,0
-27.69816832,133.486982,15.86974709,2013,300.8435852,301.696263,0
-21.590074,15.90593363,1.23223608,2017,297.2981646,300.9901292,0
-25.13642617,77.92307336,8.239116428,2001,299.3149309,302.2877967,0
5.956651069,110.6920568,4.17132119,2021,300.8136005,297.9364253,0
-13.69754887,-103.4182922,18.50398784,2000,301.6767474,298.1706755,0
10.12519527,15.43612765,25.15391425,2000,298.5193142,301.3581493,0
-16.48560586,65.32564155,8.354853202,2000,302.1174673,301.6031031,0
29.72901664,-171.87531,4.272886197,2022,299.685703,298.8574553,0
2.956109601,89.40990003,23.73392907,2018,300.966376,300.6178383,0
27.54673752,155.1925046,23.89200044,2001,300.2195648,300.0118886,0
8.428997589,-86.59829842,3.454813854,2018,301.5976452,297.8174827,0
-2.630475533,-2.751265969,2.06226123,2019,301.5470834,301.5692206,0
-12.45509497,134.9630045,23.38170523,2019,302.4406918,297.9175634,0
-27.19891081,100.6314055,8.324994194,2019,300.8716517,302.2012045,0
-5.464365855,58.3091422,14.48078864,2004,299.472794,298.0374774,0
0.47384496,10.29031252,24.5075116,2023,297.15714,300.4696807,0
-9.024888253,-74.63827953,12.38504476,2010,302.0592901,297.3033612,0
19.23849362,-166.4289394,11.64791915,2019,300.4227415,300.8869522,0
-12.11764007,-31.64523527,7.489573202,2010,302.0415371,300.8802316,0
10.30675622,-38.03718731,1.03724834,2008,300.8811263,299.6907645,0
-7.023757063,-100.0504122,24.91416423,2000,297.4079691,298.0560894,0
20.39989339,80.96858878,26.94809762,2017,301.8781816,301.4574012,0
-7.541640396,-96.72689439,22.31066509,2022,300.674107,297.9717527,0
4.813711932,145.4525951,10.28525386,2024,301.6620218,301.2436335,0
22.85288543,110.0688812,18.47282954,2020,297.9836259,301.9605386,0
-6.168786821,-91.69945021,14.00382739,2015,297.2782827,302.0945398,0
27.6978754,-111.7835475,20.61529196,2011,297.8647962,300.7984251,0
0.806069828,54.21834837,26.80093496,2008,299.2336049,297.6197044,0
4.612996499,-165.2574484,16.29227071,2013,302.4097851,300.6704314,0
-27.36918885,-62.41611393,19.07611858,2022,300.0635374,301.9168497,0
28.46096739,-163.3457098,11.31744844,2004,297.9059476,300.7902885,0
0.874266976,-107.944484,10.26809336,2001,301.2845297,297.1102899,0
23.42817444,24.94129786,24.54536433,2000,301.1432211,300.9397894,0
10.16312542,-8.282910464,19.62606674,2006,300.9940422,301.6300395,0
-12.05923922,-66.02469825,20.46542513,2018,300.5354113,300.8104066,0
22.25805599,-56.75973031,23.32339691,2012,298.7724322,302.3586773,0
29.17969041,4.537819088,28.09382395,2000,302.3057976,297.4045984,0
-26.79392386,157.5181215,16.36639314,2002,300.0553879,301.0679193,0
-0.045425549,-81.97716215,5.912498489,2005,300.9544492,300.132367,0
14.30107663,-129.0523671,26.59163565,2010,302.147968,300.7296738,0
-5.134211252,68.23231521,10.97540945,2019,300.911962,297.5499189,0
-27.98724772,21.74362338,21.1499998,2006,297.1708128,300.0479969,0
15.72196326,13.45650856,25.38276709,2020,298.7967896,299.4044463,0
-13.23183353,29.47149594,2.605143887,2022,298.2279047,302.0726928,0
-4.446410698,174.788688,17.06769312,2018,297.9757521,297.6029996,0
4.02196701,154.2008779,2.58882439,2022,299.3351493,302.135234,0
2.543193611,9.88432694,5.092657431,2007,299.1183945,298.878633,0
22.47634767,22.99213148,15.97688592,2018,300.6590006,297.4328422,0
6.22530863,-120.9845805,22.34265325,2023,302.4435513,299.0756319,0
-3.314646108,-163.283884,1.398262454,2009,300.6430452,297.8705568,0
11.28705955,-133.8522938,13.33533839,2000,300.1076789,300.6832618,0
27.68294821,36.96118594,17.22478252,2015,300.3761527,297.482447,0
-6.507774024,76.79582262,20.12327416,2016,299.9030872,301.3336202,0
20.42401989,53.29139664,10.82374722,2021,300.898211,298.3691894,0
-10.53370628,-59.68247859,1.746529883,2018,300.4680758,301.1227969,0
-3.759145654,155.7507825,19.34169387,2003,301.8356239,297.0715562,0
26.68500481,-3.882150472,10.91610031,2021,299.7516383,300.7339546,0
-6.481935584,-85.10204167,28.68456466,2009,300.587452,300.9992216,0
-29.95698848,157.2672348,5.771235799,2011,298.0261817,298.4814784,0
18.03983649,-16.6072968,20.44567469,2014,297.634156,297.5884519,0
13.16759806,127.6447191,8.451616686,2002,298.3157277,299.2836757,0
6.905477242,-6.772265469,14.32556573,2004,300.2265548,300.4340498,0
9.197372454,-154.6674812,19.2999911,2017,299.0963079,299.2651876,0
13.65475933,-17.40996161,25.84516845,2002,298.0132094,299.4027302,0
-6.457073944,-34.12255561,4.640201256,2003,297.1967143,299.9052463,0
9.712703283,-105.3110023,27.26965557,2016,299.5909605,299.2613191,0
-15.80592449,82.79756087,4.820570189,2023,301.5140471,300.3799756,0
19.92974722,-2.155798584,4.435389448,2003,297.6509923,300.5516755,0
